T1=69 T2=55 T3=32 T4=26 T5=3 T6=18 17:43:46
T1=3 T2=13 T3=49 T4=77 T5=23 T6=74 17:47:51
T1=81 T2=2 T3=51 T4=15 T5=60 T6=3 17:47:53
T1=64 T2=91 T3=7 T4=18 T5=84 T6=75 17:47:55
T1=41 T2=38 T3=50 T4=13 T5=65 T6=40 17:47:57
T1=59 T2=66 T3=55 T4=76 T5=28 T6=3 17:47:59
T1=44 T2=3 T3=60 T4=73 T5=31 T6=8 17:48:01
T1=74 T2=48 T3=57 T4=25 T5=45 T6=27 17:48:03
T1=52 T2=5 T3=94 T4=49 T5=50 T6=97 17:48:05
T1=87 T2=67 T3=49 T4=17 T5=52 T6=32 17:48:07
T1=48 T2=48 T3=40 T4=64 T5=44 T6=38 17:48:09
T1=88 T2=6 T3=29 T4=23 T5=61 T6=61 17:48:11
T1=86 T2=8 T3=43 T4=73 T5=91 T6=71 17:48:13
T1=75 T2=24 T3=31 T4=71 T5=24 T6=20 17:48:15
T1=8 T2=83 T3=99 T4=21 T5=16 T6=84 17:48:17
T1=26 T2=70 T3=36 T4=9 T5=55 T6=14 17:48:19
T1=34 T2=32 T3=28 T4=59 T5=6 T6=75 17:48:21
T1=21 T2=7 T3=25 T4=79 T5=59 T6=10 17:48:23
T1=48 T2=98 T3=85 T4=42 T5=40 T6=2 17:48:25
T1=88 T2=41 T3=36 T4=83 T5=88 T6=42 17:48:27
T1=18 T2=52 T3=1 T4=54 T5=96 T6=38 17:48:29
T1=58 T2=63 T3=90 T4=80 T5=35 T6=72 17:48:31
T1=23 T2=50 T3=57 T4=94 T5=98 T6=52 17:48:33
T1=94 T2=18 T3=72 T4=90 T5=99 T6=27 17:48:35
T1=16 T2=73 T3=40 T4=80 T5=52 T6=99 17:48:37
T1=73 T2=8 T3=40 T4=49 T5=72 T6=79 17:48:39
T1=80 T2=31 T3=52 T4=24 T5=23 T6=13 17:48:41
T1=80 T2=97 T3=66 T4=69 T5=82 T6=15 17:48:43
T1=5 T2=99 T3=98 T4=37 T5=8 T6=88 17:48:45
T1=39 T2=12 T3=8 T4=90 T5=50 T6=74 17:48:47
T1=56 T2=59 T3=18 T4=74 T5=78 T6=6 17:48:49
T1=13 T2=43 T3=18 T4=20 T5=98 T6=44 17:48:51
T1=20 T2=20 T3=67 T4=6 T5=5 T6=19 17:48:53
T1=28 T2=49 T3=47 T4=27 T5=72 T6=60 17:48:55
T1=88 T2=94 T3=59 T4=88 T5=71 T6=38 17:48:57
T1=89 T2=13 T3=1 T4=71 T5=25 T6=35 17:48:59
T1=24 T2=67 T3=5 T4=16 T5=38 T6=47 17:49:01
T1=54 T2=67 T3=94 T4=40 T5=48 T6=8 17:49:03
T1=28 T2=100 T3=43 T4=66 T5=53 T6=36 17:49:05
T1=55 T2=94 T3=17 T4=26 T5=89 T6=1 17:49:07
T1=50 T2=23 T3=95 T4=66 T5=19 T6=90 17:49:09
T1=5 T2=3 T3=80 T4=36 T5=28 T6=12 17:49:11
T1=81 T2=49 T3=50 T4=76 T5=6 T6=32 17:49:13
T1=77 T2=41 T3=38 T4=47 T5=54 T6=60 17:49:15
T1=32 T2=73 T3=11 T4=95 T5=84 T6=48 17:49:17
T1=33 T2=19 T3=27 T4=37 T5=35 T6=90 17:49:19
T1=90 T2=36 T3=89 T4=94 T5=43 T6=55 17:49:21
T1=6 T2=59 T3=46 T4=81 T5=30 T6=47 17:49:23
